location,princ,irate,cscore,result
urban,467,7.5,443,default
suburban,443,7,713,default
suburban,479,7.5,677,non-default
rural,297,7.5,729,default
suburban,891,7.25,657,default
rural,712,6.75,628,non-default
suburban,516,7,756,default
rural,333,7.5,626,non-default
rural,348,8,597,default
suburban,576,7,774,default
urban,439,7.75,750,default
suburban,394,7.25,579,non-default
rural,1040,7.25,744,default
suburban,466,7,818,non-default
suburban,825,7.5,710,non-default
urban,554,7,672,default
rural,618,6.5,622,non-default
urban,584,7.5,525,default
suburban,915,7.75,669,default
urban,396,7.5,468,default
urban,248,7.5,462,default
suburban,586,8.25,684,default
suburban,473,7.25,679,default
suburban,801,7.25,712,non-default
suburban,481,7.25,695,default
rural,190,7,608,non-default
rural,1521,7.5,673,default
rural,812,7.25,622,default
urban,535,7.25,620,non-default
suburban,385,7.25,647,default
urban,203,7,717,default
rural,694,7.25,768,default
suburban,445,7.5,631,non-default
rural,1204,7.5,701,default
suburban,463,7.75,710,non-default
rural,931,7.5,662,default
urban,713,6.75,775,non-default
suburban,450,7.5,675,default
urban,562,7.25,642,default
suburban,362,7.25,697,non-default
suburban,810,7.25,666,default
suburban,734,7.25,663,default
suburban,626,7.25,654,default
suburban,735,7.25,687,default
suburban,250,6.75,631,non-default
suburban,827,7.25,700,default
urban,282,7,696,non-default
suburban,415,7.25,734,non-default
rural,872,7.25,720,default
suburban,444,7.5,646,non-default
rural,819,7.5,690,default
suburban,304,7.25,349,non-default
suburban,532,7.25,648,default
urban,515,7,721,default
suburban,676,7.75,558,default
rural,1300,7.25,751,default
rural,1008,7.25,749,default
suburban,784,7.25,691,non-default
suburban,496,7.25,674,default
urban,445,7.5,708,default
urban,551,7.25,583,default
suburban,444,7.25,696,default
urban,380,7,570,non-default
suburban,586,7.25,699,default
rural,1078,7.25,734,default
urban,215,7.25,555,non-default
suburban,770,7.25,693,default
suburban,484,7,686,default
suburban,617,7.75,538,non-default
suburban,217,6.5,678,non-default
rural,252,7.25,676,non-default
urban,534,7.25,722,default
suburban,266,7,618,non-default
suburban,793,7.25,567,default
suburban,563,7.25,671,default
urban,355,7,745,default
rural,1081,7.5,676,default
rural,607,7,576,non-default
suburban,429,7.25,701,default
rural,1267,7.5,672,default
rural,489,7.5,575,non-default
rural,1242,7.25,644,default
rural,100,7.75,552,non-default
rural,369,7.75,587,non-default
suburban,402,7.25,689,default
suburban,263,7.5,631,non-default
rural,884,7.25,736,default
suburban,866,7.75,564,default
suburban,691,7.25,726,default
suburban,808,7.25,695,non-default
urban,620,7.25,588,default
suburban,552,7.5,693,default
suburban,402,7.25,687,non-default
suburban,330,7,598,default
rural,356,7,610,non-default
urban,558,7.5,662,default
suburban,540,8,663,default
suburban,513,7.75,661,default
suburban,542,7,758,default
suburban,860,7.5,657,non-default
suburban,747,7.75,505,default
urban,491,7,653,non-default
suburban,423,7,663,non-default
urban,377,7.5,583,default
suburban,544,7.75,583,default
urban,300,7.75,724,default
suburban,547,7.25,691,non-default
suburban,906,7.25,651,default
suburban,748,7,756,non-default
rural,1123,7.5,741,default
urban,199,7,685,non-default
suburban,612,7.25,720,default
suburban,767,8,528,non-default
suburban,700,7.75,605,default
rural,980,6,670,non-default
urban,655,7.25,655,default
suburban,680,7.25,661,default
suburban,751,7.25,664,default
suburban,356,7.25,584,default
urban,596,7,634,non-default
urban,243,8.25,692,default
suburban,950,7.5,687,default
suburban,321,6.75,805,non-default
suburban,450,7,798,default
rural,495,7.25,618,non-default
suburban,751,7.25,713,default
urban,553,7.25,638,default
suburban,373,7.5,674,non-default
rural,324,7.25,636,non-default
rural,472,7.25,612,non-default
suburban,315,7.25,642,default
suburban,434,7.75,590,non-default
urban,371,7.25,621,default
suburban,841,7.25,724,default
suburban,379,7.25,623,non-default
suburban,864,7.75,672,default
urban,690,7,743,default
suburban,943,7.25,733,default
suburban,425,7.5,562,default
suburban,765,7.25,655,default
suburban,269,8,654,default
suburban,946,7.5,723,non-default
urban,611,7.25,630,default
suburban,665,7.25,712,default
suburban,830,7.25,677,non-default
rural,607,7.25,786,default
rural,407,7,623,non-default
suburban,500,7,692,non-default
suburban,419,8,480,default
urban,983,6.5,760,non-default
urban,651,7.25,615,default
suburban,313,7,653,non-default
rural,675,7,593,non-default
suburban,820,7.5,686,non-default
suburban,730,7,671,non-default
urban,383,7.25,542,default
suburban,738,7.25,700,default
suburban,744,8.25,482,default
suburban,521,7.5,645,default
suburban,761,7,707,default
suburban,573,7,729,non-default
rural,1054,7.25,706,default
rural,784,7,663,non-default
suburban,343,7.25,601,default
suburban,605,7.25,656,default
suburban,496,7.25,729,default
suburban,1025,7.25,678,default
urban,543,7,597,default
suburban,856,7.25,748,non-default
suburban,668,7.25,632,default
urban,237,6.75,617,default
rural,775,6.5,660,non-default
urban,485,7,697,non-default
suburban,235,8,630,default
suburban,188,7,487,non-default
urban,328,7.5,561,default
urban,561,7.25,627,default
suburban,308,7,636,non-default
rural,773,6.75,651,non-default
rural,1068,7.25,761,default
rural,971,7.25,676,default
rural,1051,7.5,704,default
rural,482,6.75,659,non-default
urban,793,7.5,751,default
rural,402,6.5,576,default
suburban,647,7,687,non-default
suburban,519,7.25,678,default
suburban,412,7.75,738,default
suburban,211,7.75,636,default
rural,607,6.5,634,non-default
suburban,228,6.75,536,non-default
suburban,532,7.25,646,non-default
rural,130,7.75,554,non-default
rural,1249,7.5,697,default
suburban,855,7.25,684,default
urban,593,7.25,668,non-default
suburban,165,8,634,default
urban,413,7.25,663,default
suburban,335,7,695,non-default
urban,310,7,762,default
suburban,903,7,741,non-default
rural,939,7.25,663,default
rural,437,7.5,594,non-default
rural,242,7.75,591,non-default
suburban,875,7.25,653,default
urban,478,7.75,457,default
suburban,316,7.5,700,default
rural,724,7.25,689,default
rural,1507,7.5,642,default
suburban,995,7.25,702,default
suburban,502,7,727,default
suburban,456,7,722,default
urban,264,7,583,default
urban,627,7.25,747,default
urban,490,7.75,699,non-default
suburban,361,7.5,626,non-default
suburban,526,7.25,702,default
suburban,249,7.25,607,non-default
suburban,198,6.75,530,default
urban,321,7.25,698,default
urban,530,7.25,645,default
suburban,502,7.25,666,default
rural,1008,6,672,non-default
urban,522,7.5,583,default
suburban,712,7,784,non-default
suburban,831,7.25,659,default
suburban,313,7,652,default
suburban,619,7.25,616,non-default
urban,786,7.25,718,non-default
suburban,834,7.5,649,non-default
suburban,447,7.5,658,non-default
rural,878,7.25,740,default
urban,622,7.5,601,default
suburban,393,7,707,default
suburban,628,7,698,default
urban,542,7,665,default
suburban,611,7.25,734,default
suburban,620,7,690,default
rural,556,7,627,non-default
suburban,405,7,586,default
urban,334,7,599,default
urban,417,7.25,662,default
urban,757,7,737,non-default
urban,675,7.25,558,default
suburban,609,7.5,542,default
urban,226,7,696,non-default
urban,594,7.5,629,default
suburban,764,7.25,720,default
urban,341,7.5,583,default
urban,725,7.25,658,default
urban,640,7,736,non-default
rural,300,7.25,637,non-default
urban,416,7.25,648,default
rural,353,7.5,578,non-default
rural,209,7.25,800,default
rural,424,7.25,622,non-default
urban,578,7.5,663,default
urban,269,7,680,default
suburban,779,7.25,626,non-default
suburban,725,7.5,716,non-default
urban,354,7,716,non-default
rural,447,7.25,610,default
urban,558,7.75,565,default
urban,203,7.5,785,non-default
rural,634,7,634,non-default
suburban,515,7,710,default
suburban,808,6.5,724,non-default
urban,323,6.75,699,non-default
rural,208,7.5,608,non-default
urban,475,7,643,default
suburban,545,7.25,633,non-default
suburban,246,7.5,673,default
suburban,292,7.25,597,non-default
rural,468,7.75,616,non-default
urban,679,7.5,543,default
suburban,813,7.5,645,default
suburban,778,7.5,611,default
suburban,883,7.25,627,default
suburban,911,7.25,659,default
suburban,485,7.25,585,non-default
urban,363,7.25,704,default
suburban,429,7.5,599,non-default
suburban,311,7,563,non-default
suburban,381,7.25,714,non-default
suburban,687,7,752,default
urban,504,7,659,non-default
rural,601,7.25,682,default
suburban,907,7.75,558,default
suburban,858,7.25,684,default
urban,470,7.25,676,non-default
suburban,431,7.25,714,default
urban,373,7,671,default
suburban,516,7.25,715,default
suburban,124,7.25,670,non-default
rural,807,7,594,non-default
rural,692,6.5,645,non-default
urban,245,7.5,563,default
suburban,979,7.25,677,default
suburban,342,6.75,843,non-default
rural,1147,7.25,723,default
rural,154,7.5,624,default
suburban,471,7.25,714,default
urban,213,7.5,408,default
urban,423,7.25,643,default
rural,1059,7.5,660,default
suburban,407,7.75,597,default
suburban,283,7.5,646,default
urban,655,7.25,571,default
suburban,829,7.25,672,non-default
urban,296,7.75,701,default
rural,233,7.5,592,default
suburban,729,7.25,680,default
urban,405,7,739,default
rural,327,7.5,625,non-default
urban,295,7.25,627,non-default
urban,446,7.5,495,default
suburban,742,7.25,658,default
rural,275,7.5,621,non-default
suburban,638,7.25,703,default
rural,313,7.5,626,default
urban,400,8,418,default
rural,621,7.25,623,non-default
suburban,315,7.75,654,default
suburban,621,7,682,non-default
urban,599,7.5,645,default
rural,609,6.75,666,non-default
suburban,646,7.25,636,default
suburban,419,7.5,672,default
rural,862,7.25,746,default
urban,515,7.25,733,default
rural,1131,7.25,726,default
suburban,460,7.25,764,non-default
rural,605,7.5,515,default
suburban,323,6.75,693,non-default
suburban,703,7,646,default
suburban,505,8,675,default
rural,1000,7.25,702,default
urban,542,7.25,567,default
rural,1015,7.25,723,default
rural,476,7.25,591,non-default
urban,86,6.75,478,default
suburban,603,7.25,714,default
urban,165,7,719,default
rural,167,7.25,807,non-default
urban,307,7.25,480,default
urban,414,8,715,default
suburban,588,7,742,default
suburban,805,7,707,default
suburban,582,7,709,default
urban,264,7.75,577,default
urban,530,7,678,default
urban,602,7.75,526,default
rural,672,7,624,non-default
suburban,340,7.5,663,non-default
suburban,902,7.25,738,default
suburban,789,7.5,577,default
urban,498,7.75,715,default
suburban,550,7.25,670,default
urban,328,7,764,default
urban,142,8,687,default
rural,464,6.75,639,non-default
rural,369,7.75,614,non-default
rural,647,7.25,695,default
rural,340,6,786,non-default
suburban,391,7.25,612,default
suburban,627,7.75,648,default
urban,422,7,676,default
suburban,850,7.25,731,default
suburban,667,7.5,577,default
rural,1185,7.25,687,default
suburban,479,7.25,669,non-default
suburban,718,6.75,720,non-default
suburban,581,7,779,default
suburban,866,7.25,708,non-default
rural,696,7.25,711,default
urban,233,7.25,516,default
urban,447,7.75,713,default
rural,875,7.25,700,default
rural,246,6.75,480,non-default
rural,584,7.5,634,default
rural,622,6.75,633,non-default
suburban,899,7.25,739,non-default
suburban,682,7.25,634,default
rural,488,7,646,non-default
suburban,380,7.25,654,non-default
urban,493,7.25,609,default
urban,250,7.25,681,non-default
suburban,388,7.25,656,non-default
suburban,186,7.25,702,non-default
suburban,759,7.25,728,default
rural,463,7,595,non-default
urban,551,7.25,711,default
rural,678,7.25,608,non-default
rural,770,6.5,658,non-default
rural,582,7.25,763,default
suburban,527,7.5,699,default
suburban,253,7.75,656,default
suburban,787,7.5,614,default
urban,194,7.75,702,default
rural,571,7,625,non-default
suburban,654,7.5,655,default
rural,737,7.25,701,default
suburban,383,7.25,720,non-default
suburban,643,7.25,660,default
suburban,553,7.25,740,default
rural,622,7,540,default
suburban,445,7.5,641,default
suburban,808,7.25,627,default
suburban,415,7.25,708,default
suburban,224,6.5,674,non-default
rural,526,7.25,611,non-default
rural,430,7.5,580,default
urban,470,7.75,706,default
rural,1036,7.25,724,default
urban,319,7.75,708,default
urban,495,7.5,703,default
urban,452,7.25,551,default
urban,274,7,686,non-default
suburban,899,6.5,685,non-default
urban,253,7,556,non-default
urban,114,8.25,678,default
rural,269,7.5,574,non-default
urban,584,6.75,754,non-default
suburban,207,7.75,671,default
rural,1167,7.25,684,default
urban,298,7,714,default
suburban,807,7.25,777,default
urban,374,7,618,default
suburban,725,7.5,629,non-default
urban,37,6.75,752,non-default
urban,488,7.25,582,default
suburban,824,7.25,664,default
urban,314,7.25,624,default
urban,560,7,660,non-default
suburban,634,7,723,default
suburban,310,7.5,632,default
rural,1057,7.5,670,default
suburban,688,7.25,663,default
urban,579,6.75,758,non-default
rural,441,6.5,824,non-default
suburban,758,7.25,721,default
rural,763,6.5,649,non-default
suburban,739,7,708,default
suburban,733,7.5,592,default
suburban,579,7.25,644,default
suburban,774,7,729,default
urban,570,7.75,793,default
suburban,660,7.25,691,default
suburban,525,7.25,653,non-default
rural,411,7.25,640,non-default
urban,618,7.25,606,default
urban,491,6.75,749,non-default
suburban,795,7.25,667,default
suburban,614,8,451,default
urban,731,7.25,657,default
suburban,641,7.25,695,default
rural,756,7,654,non-default
suburban,926,7.75,637,non-default
suburban,462,7.25,659,non-default
suburban,413,6.75,760,non-default
suburban,847,7.5,588,default
suburban,741,7.25,716,default
rural,1090,7.25,725,default
rural,524,7.25,610,non-default
suburban,610,7.25,697,default
suburban,274,7.75,666,default
urban,500,7.5,701,default
suburban,431,7.75,547,default
suburban,407,7.25,689,non-default
urban,376,7.25,694,non-default
rural,1180,7.25,742,default
suburban,743,7,723,non-default
rural,760,6.75,641,non-default
suburban,384,7.5,627,non-default
rural,694,6.75,646,non-default
urban,709,7.25,720,non-default
suburban,533,6.75,683,non-default
suburban,253,8,603,default
rural,429,7.25,552,non-default
suburban,152,8.5,615,default
suburban,568,7.25,687,default
urban,395,7.25,535,default
